age,country,job,study_hours,sleep_hours,phone_hours,social_media_hours,attendance,previous_score,exam_score,pass_fail
25.0,Uzbekistan,teacher,5.003468713484902,8.172191343786658,,1.9797471355386784,71.0,90.0,95.26950202975144,1.0
52.0,Korea,teacher,5.174307880764349,5.558665546650943,5.490744584003595,2.2795276223915164,70.0,49.0,84.9116653367431,0.0
31.0,Germany,student,9.978922162521387,,3.5141531076470383,4.900369724236333,79.0,57.0,122.25632062887036,1.0
34.0,Korea,freelancer,4.322840038522091,,4.826870777436186,2.819075512758791,60.0,54.0,65.66912252805449,0.0
53.0,Germany,student,8.159880215886893,8.559218221188019,0.2623653742569276,2.956506868807953,53.0,96.0,130.13531319535548,1.0
57.0,USA,engineer,8.28404843008989,5.834736778163896,4.036809246838917,2.3448036836358392,82.0,72.0,122.37832102768532,1.0
21.0,,designer,6.507248570543968,5.655493446466787,3.1931068185713496,2.941798247061322,96.0,44.0,101.03052554707035,1.0
19.0,USA,freelancer,4.529747334901777,5.290544321336482,1.4497524890176297,3.40275219371304,61.0,76.0,84.82966159731296,1.0
23.0,,engineer,2.2770553277345416,9.4070979912083,5.314425007169694,7.176882298772367,58.0,79.0,66.66029309380839,1.0
59.0,Korea,freelancer,5.955887754667813,7.934318235763057,7.69129113854863,3.4194862254181504,81.0,61.0,83.63674690282772,0.0
21.0,Germany,engineer,7.037624159401888,5.768172063686934,5.979917851361771,4.7440427530342735,60.0,61.0,85.39654629213868,0.0
46.0,Germany,designer,8.495374928565969,7.1907834081356805,6.10749801095688,3.279599377716978,86.0,61.0,107.40432182895006,1.0
35.0,Korea,designer,3.100084091506436,6.814469029898464,5.424954069233609,0.0,73.0,91.0,77.59626276380519,0.0
43.0,Korea,teacher,4.5129472216294655,,5.292902899292439,2.14939224942717,56.0,54.0,71.92574777621337,1.0
51.0,,engineer,3.1122708191543063,7.054275915934904,0.4011361288489681,3.4183660770133195,57.0,56.0,74.95696261087986,0.0
27.0,USA,teacher,3.733044015126155,7.286042931580659,,4.08512181567508,82.0,90.0,84.61012277192086,0.0
53.0,Germany,engineer,6.328775068471254,9.896879641977849,5.017339533291735,3.3153428873677884,74.0,84.0,106.55532685222684,1.0
31.0,,teacher,3.6413904612685286,6.016468711350591,5.062809562401735,4.380527099657911,50.0,97.0,76.62201363649024,0.0
48.0,USA,designer,3.351457645365981,4.435901013706992,6.54341237853941,0.8100228027312073,52.0,67.0,65.97026345091905,0.0
32.0,Uzbekistan,freelancer,6.593991727444549,5.426569396966034,1.935204700733642,,89.0,98.0,121.46787151307036,1.0
25.0,Germany,teacher,5.901477580087094,5.661028864851667,5.214543230815398,4.991944552028194,77.0,61.0,,0.0
31.0,,engineer,,6.359609235950657,1.869917992014773,1.5426600040860874,92.0,60.0,103.45866575967112,1.0
40.0,Korea,engineer,3.694225283601869,5.430244406309287,3.57660082032188,4.680887148424951,82.0,81.0,84.5659876009457,0.0
57.0,USA,designer,7.5860465564294035,,3.8760739855294486,4.603361188927567,95.0,56.0,107.85640472361284,1.0
38.0,India,engineer,5.028980394639582,5.325950855485781,5.725141828097903,1.1444630212170854,50.0,44.0,54.681614063138966,0.0
33.0,USA,student,9.76038027750954,7.0300269524488455,5.489906776800688,3.5068178416646805,87.0,57.0,126.43598547359228,1.0
35.0,India,freelancer,5.322332338940089,10.000288275283262,4.240661175423278,3.2382209875026366,76.0,56.0,89.0018789665197,0.0
41.0,Uzbekistan,teacher,0.3333043163056794,7.830352407645436,0.0,2.735455960406321,87.0,43.0,50.293723751852006,0.0
43.0,,freelancer,0.244248930446262,7.676135517568539,4.889667465984108,0.7096661666644257,,,56.23675180482308,0.0
42.0,Germany,designer,6.247899883690938,9.78597430111774,3.4646470459224257,2.6054103957980006,59.0,46.0,89.80075086935646,1.0
58.0,India,teacher,7.600988304661611,8.868474346355459,6.783611783238201,2.76555619898795,61.0,64.0,,1.0
46.0,Germany,teacher,3.4323437401523007,7.8476865510289056,6.306987088680738,0.4525480713301735,59.0,76.0,68.278008493354,0.0
32.0,Korea,student,9.201957545554302,6.533909725083296,2.1239541861886844,1.0422725444475374,83.0,79.0,145.3279722738547,1.0
18.0,,designer,8.325997873988207,6.9659666878153095,5.164348477981171,1.6095069098249886,73.0,79.0,114.16110381539715,1.0
42.0,USA,engineer,5.421093526882296,6.89304419850069,5.2038212123208085,1.4275776521272925,77.0,82.0,100.77215560254923,1.0
24.0,Korea,,6.078907884712264,6.397861678641838,5.058367159233852,3.489405556584153,71.0,48.0,86.62499006964349,0.0
26.0,Korea,student,6.789060434777033,7.318054767824386,4.799162149491197,4.367265790297363,94.0,58.0,103.8650201436343,1.0
41.0,USA,freelancer,,,5.2603091729365,2.5341852797956643,65.0,90.0,125.6293027240278,1.0
18.0,Korea,freelancer,,5.133057299262662,7.002971631147992,4.149434351263398,62.0,48.0,81.39017501507931,0.0
25.0,India,freelancer,5.375863304542298,9.448063749943447,2.897239333546927,4.428732690726943,85.0,62.0,95.07213072394724,1.0
41.0,Germany,student,6.344602395173298,7.614696269609922,2.18838075348576,2.872060585433013,85.0,70.0,106.62046586053457,1.0
28.0,Korea,engineer,6.074720562898452,6.605825557074073,5.565430271011007,3.612065614794268,92.0,71.0,,1.0
34.0,India,teacher,6.848820374549987,7.331763968094187,0.2332758107376835,2.6649822627437576,72.0,91.0,114.86070857092814,1.0
25.0,Uzbekistan,freelancer,1.8599534138409268,8.395553336737901,5.308047721125741,1.3157553687072188,63.0,,63.27082238855282,0.0
52.0,India,engineer,5.63170689989491,4.799970381121161,4.953877937084094,1.879860822682796,81.0,56.0,91.55761081842884,1.0
52.0,Germany,designer,5.920881015159472,6.842408910279631,0.0,3.489222240986842,52.0,87.0,109.9590437279228,1.0
50.0,India,freelancer,4.854305665895656,5.221216337706501,2.727326680779269,2.8180056905724484,76.0,78.0,100.76468910380736,1.0
22.0,USA,teacher,6.568332888435117,10.98550573146343,7.1519490512159685,4.1057595196647565,68.0,97.0,106.67976802870704,1.0
59.0,Germany,designer,8.842335241138082,7.207279071652922,1.0856469385681202,0.1695193893260906,71.0,61.0,111.02251767283404,1.0
56.0,Uzbekistan,designer,,5.23338152860074,4.425183229898857,0.5301426514529024,50.0,74.0,84.9996443393009,0.0
58.0,USA,,6.38344216141538,12.39920017104609,1.9901894000124307,0.7076627199653216,54.0,69.0,92.8311874031754,1.0
45.0,India,freelancer,8.212529520903107,6.195972131829416,2.5821073918764688,3.2499797716558123,98.0,92.0,132.2767253341816,1.0
24.0,Germany,student,5.323129011883711,6.686380122885689,,0.9328453524914369,82.0,90.0,90.30765844419828,1.0
26.0,Uzbekistan,teacher,3.223073595282382,6.794802640021956,4.246888691572279,3.4801937474654023,68.0,,74.80408708689532,0.0
25.0,,teacher,6.231557698175848,5.728070415146447,5.033901377125846,4.129514881596219,85.0,76.0,100.30154036123784,1.0
29.0,Uzbekistan,teacher,0.5966677264038482,7.371028026244215,3.775070847146972,5.274374660129077,55.0,65.0,34.33535096730133,0.0
51.0,India,designer,0.4032659240746401,3.6838897504599615,0.9697333718047538,5.1088613274604135,64.0,97.0,72.48777020539907,0.0
50.0,Uzbekistan,engineer,5.666024094232516,8.628847574315937,1.6301535862046777,1.9568705184992568,85.0,45.0,101.16949487147518,1.0
40.0,Korea,student,0.3100592338362675,5.308292693894169,6.356860651284465,0.4955430104726765,82.0,73.0,53.897938535602655,0.0
41.0,USA,freelancer,2.369664515143618,6.3770177165345325,4.30578429669147,2.052087002534871,73.0,95.0,78.73112774509487,0.0
54.0,Uzbekistan,freelancer,4.239802872979355,8.127279510529243,2.459423288087031,4.465253620404259,76.0,71.0,87.0258444292797,0.0
52.0,India,engineer,3.557167300508227,6.693308472540827,3.95589639748628,2.415464896740413,98.0,64.0,79.84061626902738,0.0
57.0,India,teacher,4.704386992905764,6.75467837935356,5.323195926567897,2.9635191149419065,,90.0,90.4389120094451,1.0
39.0,Uzbekistan,student,7.225740281536994,5.481883835905343,4.908977695166626,2.164258883398229,98.0,52.0,103.20292639159652,1.0
44.0,India,,5.4769616227278615,10.143472326205677,2.460421599568309,5.371804147379527,72.0,77.0,,1.0
52.0,Germany,freelancer,3.3213591964410814,7.797223573309886,,1.4783088527711865,82.0,77.0,96.3865286320164,1.0
18.0,Germany,teacher,7.708882145568552,5.375822577596249,3.185906913556908,3.10014830959697,90.0,41.0,95.36347215888574,1.0
52.0,Germany,engineer,2.142285526911618,7.267273669086776,6.218097271873414,4.662357841649868,95.0,97.0,85.29374738751736,0.0
54.0,Korea,student,5.443767017544199,5.269798008023034,,5.76232421459305,96.0,95.0,107.92664014333708,1.0
31.0,Uzbekistan,engineer,1.9198280499765912,9.583621440984174,4.820806529850325,,78.0,,60.62117041544081,0.0
20.0,Korea,engineer,5.504635811461078,7.299456941062819,3.658239177067777,4.441208799207563,80.0,50.0,87.42493113379417,0.0
18.0,India,student,4.362745192214804,5.5366802081394,2.966506475878765,2.05160250971536,50.0,50.0,67.16942090004466,0.0
22.0,,student,7.164475823052736,8.046386103435875,,5.065739802868075,83.0,63.0,105.08658421006685,1.0
43.0,India,,6.441378942388459,6.58288649192753,5.563543328604242,5.594200577593911,67.0,53.0,87.20347835449799,0.0
31.0,India,freelancer,3.825721336016674,5.067657016716279,6.020381224471523,1.6656076521934255,67.0,84.0,74.95105476420834,0.0
56.0,USA,student,3.442120718367517,7.571569500850314,3.4764264701554644,3.9801952633275466,55.0,69.0,67.74976518103965,0.0
44.0,,designer,4.369806533935781,7.529262751206841,9.072462619055187,4.669929791657683,89.0,79.0,74.08880718741659,0.0
26.0,India,freelancer,8.751142920068679,8.706600448851097,4.184807551554113,2.55859891856536,50.0,86.0,115.02464376557074,1.0
32.0,USA,,8.238136962216162,7.096755335376697,3.3060891001301966,3.821571660289736,96.0,83.0,130.06244990577116,1.0
32.0,Germany,student,3.0634636292626984,7.160590430437827,,3.9000258909650296,91.0,74.0,76.405906526086,0.0
43.0,India,freelancer,6.600450676002696,7.240199554817776,,6.014475203684661,79.0,60.0,96.60695693303956,1.0
59.0,India,engineer,1.5371371422054687,9.392924491760544,4.960067389130711,0.0434974212001337,53.0,94.0,64.59090384416132,0.0
30.0,Korea,student,,,3.854403214733406,2.9161297469177097,,44.0,74.250763947726,0.0
,Korea,teacher,3.1448712942750827,7.704182453208597,6.896368639742716,1.124619897119484,59.0,77.0,66.75167210783405,0.0
56.0,Germany,designer,7.138558915144882,7.925118178023418,5.209846717300383,3.0206971166001497,92.0,41.0,91.61983465766929,1.0
49.0,India,student,2.418564960423176,7.524664778846139,4.278204339683317,1.825712996126863,54.0,79.0,64.4313052787777,0.0
21.0,Uzbekistan,student,5.858700470844944,6.478143090910644,5.325267595093098,2.6176241709501142,58.0,76.0,88.91525180168726,0.0
47.0,Korea,freelancer,5.001420243131928,7.180906010961255,1.888835375758496,1.6887789919717124,54.0,93.0,,1.0
54.0,Germany,freelancer,4.64910234054098,6.859513357850724,5.933639668957718,3.233051179703516,60.0,88.0,88.19465701263664,0.0
40.0,India,freelancer,8.343165901488796,9.938815540167706,,4.610841255275243,84.0,97.0,149.3621113786415,1.0
56.0,India,teacher,8.519394384668622,6.3133543218530415,4.7169947616287295,2.4408978188516706,76.0,,114.3026659695656,1.0
32.0,Uzbekistan,freelancer,,5.631132210621658,4.071228682172049,5.1459333085928165,53.0,50.0,68.85654437710123,0.0
46.0,Germany,student,4.308167398800012,6.990697462850386,0.4738908472571497,4.565935212013679,59.0,75.0,88.45906779900963,0.0
53.0,India,freelancer,1.9862533623936665,6.884952703856991,4.137884116192099,6.05110352843525,88.0,50.0,55.57748649497366,0.0
30.0,Korea,engineer,4.99148202552158,7.295265280252945,4.563973503412597,3.6170355180861433,82.0,48.0,84.89508821496457,0.0
49.0,Uzbekistan,freelancer,8.906606511491981,,2.690248052084418,2.907533937553082,87.0,45.0,102.6179291212348,1.0
,Germany,,4.742529320944153,7.165560219899315,1.975156002314784,0.6221442051846706,57.0,95.0,,1.0
39.0,,engineer,6.457518566287559,7.194410558456817,4.984354806856794,1.8274693176104293,98.0,73.0,111.68300759818668,1.0
45.0,Korea,student,2.2050053521614714,8.358984534040008,4.724630002321619,2.688145515751139,73.0,97.0,77.12031127070537,0.0
19.0,,student,,7.139509575563728,4.453638178508087,2.8657394532576927,88.0,86.0,,0.0
59.0,Uzbekistan,designer,5.924930611605301,7.153712545947383,,6.523083603369753,82.0,76.0,104.16786157561668,1.0
23.0,USA,engineer,5.211724796096106,7.774519569562775,2.8668739660488063,2.6895348276653435,90.0,71.0,102.991766613657,1.0
45.0,Korea,designer,6.649334668821124,,8.544362905329537,0.3474700660940906,,99.0,114.2591287659852,1.0
45.0,Korea,engineer,3.794656230882672,5.524486318560132,3.403338319503824,3.9968555351668194,68.0,51.0,65.44447140898932,0.0
,Korea,engineer,1.5000229023526694,5.121519160199767,2.2697732730624334,3.909747360403986,51.0,84.0,67.0416532684552,0.0
47.0,USA,teacher,7.244180460644541,9.543219444075715,4.108854550420268,2.311605443340182,60.0,71.0,101.22548808294184,1.0
28.0,USA,designer,3.127701421458183,8.056113156892238,3.6381179073777647,6.191505686628926,84.0,56.0,74.67130996637907,0.0
45.0,India,teacher,6.013208055003968,6.670920045505896,3.356974383167019,0.1550684178856123,66.0,43.0,90.10801009798064,1.0
42.0,Uzbekistan,engineer,5.90171373297683,7.029552904949696,7.748552181211972,4.874185649381797,91.0,81.0,86.48872172294804,0.0
56.0,India,student,1.672493609936016,6.41115746000526,1.7405043639907856,2.563354943882957,52.0,,62.05427751748471,0.0
,Uzbekistan,engineer,7.098250834480052,7.316921086662329,4.074874137587411,1.5743733325810636,71.0,82.0,102.25758871592744,1.0
18.0,USA,teacher,3.8668656109420616,5.542244215892968,1.8746539501429769,6.60059741690613,84.0,87.0,108.0945599138994,1.0
44.0,USA,designer,5.110109243973923,8.260250477634889,2.917950457207943,,70.0,82.0,94.70435036839454,1.0
,India,designer,4.283634872068888,7.263180097942753,7.472231899790064,2.552341975202933,74.0,48.0,69.25648138609783,0.0
58.0,Germany,teacher,8.245183004465819,,4.562890111443786,2.521854466700621,88.0,73.0,119.55909951486451,1.0
,India,designer,7.686980416368126,5.659086425982217,4.5387411903767685,3.413128253055321,,,,0.0
56.0,Uzbekistan,freelancer,1.3753308324585558,7.786400645158953,,2.307054726122453,50.0,90.0,62.15030633629272,0.0
23.0,India,student,9.517654243816375,5.693542535280939,3.1507568825664363,4.949412786913206,56.0,69.0,129.06811605090195,1.0
25.0,Korea,student,,5.961773710136821,7.646243043117007,3.1315280895938677,69.0,,83.83429649441442,0.0
44.0,Uzbekistan,student,9.204873353963675,7.131432885162627,4.998724492873822,4.526346677545594,92.0,59.0,130.4594582828496,1.0
26.0,Uzbekistan,designer,4.487580855720031,10.76099784942348,3.3205702967141906,3.3118895174950014,55.0,78.0,85.03677292812037,0.0
54.0,Germany,designer,4.31816658781613,7.257199200032214,4.881214513939878,4.304752498761508,85.0,62.0,82.72250178087928,0.0
50.0,USA,engineer,4.505344533844355,3.1467986804986463,4.535327726422418,5.018264627619713,70.0,80.0,86.63614298963357,0.0
59.0,Uzbekistan,engineer,,6.036247924958874,2.321120692296247,5.521394748398548,95.0,83.0,97.50971328016064,1.0
,USA,student,10.048793075646444,8.02559366833086,3.262383502955852,3.736420031430406,84.0,74.0,130.85614293687297,1.0
32.0,India,freelancer,4.847273601358731,5.307308582523814,8.50907220421573,1.7001793715383933,85.0,62.0,78.68009535706014,0.0
49.0,Korea,engineer,4.395407134922621,8.24665366171849,4.784005166893282,2.741126598707333,57.0,93.0,85.24901377116342,0.0
49.0,Germany,engineer,5.154021514985888,7.238230862147544,0.8619159773809146,2.96079319608306,99.0,97.0,119.91788477594628,1.0
,USA,designer,3.065329606150589,8.486990788886164,5.020420296492822,2.14018674288209,53.0,87.0,74.73184735112011,0.0
58.0,Uzbekistan,freelancer,,6.161718836123504,6.6061765460558926,1.8897686654946728,92.0,78.0,120.3799856749108,1.0
29.0,USA,student,2.0578383286137374,6.044824127600927,2.191243639694545,3.261750853815616,65.0,62.0,70.95586904797194,0.0
56.0,Uzbekistan,engineer,3.7719827858571895,,3.08631540663304,1.525038542838403,52.0,97.0,87.91464172476348,0.0
19.0,USA,freelancer,6.873320619693584,6.988707437541761,6.907541909917036,1.2338992639911104,56.0,76.0,99.75511615198177,1.0
,,freelancer,5.084704261534864,6.897965782320589,4.069824937652461,0.4583462528124666,51.0,96.0,106.0955315374019,1.0
54.0,India,student,6.098430365000093,9.353454803423595,3.71424355441742,3.7205050422531234,50.0,62.0,93.89204115764112,1.0
34.0,Uzbekistan,freelancer,8.06632823337086,7.906211390592677,1.327883940243042,3.511871967221965,50.0,,121.64070647875502,1.0
19.0,,freelancer,7.00760309666496,4.015115549956409,6.141132616961734,2.5129867451402483,87.0,67.0,101.8451184617937,1.0
19.0,Korea,freelancer,5.274952690282291,8.198602183774582,3.623061926498746,4.491346913652977,56.0,58.0,81.90171294709982,0.0
45.0,Uzbekistan,engineer,9.178685299703597,8.048453200622683,0.0,1.5017859640169218,73.0,88.0,132.73810093747906,1.0
40.0,Korea,student,3.7433277024075338,8.777366930835148,0.8547249704674917,3.571311160982837,54.0,87.0,90.43174368314736,1.0
54.0,Germany,freelancer,4.799380718014894,5.590452370639737,2.8768387696346047,3.0812450406532195,70.0,69.0,89.51366909291916,1.0
49.0,Korea,freelancer,4.939119336994467,7.487208737815184,1.8543154136747289,1.8889794919908416,77.0,60.0,,0.0
50.0,India,engineer,4.795156467966041,7.167445031864772,2.168076492600043,2.261186355305243,67.0,63.0,90.76107269974254,1.0
18.0,Korea,student,2.8615786860776797,5.56355222878037,8.689339790606862,2.145756029918336,73.0,60.0,51.37507579528573,0.0
,Germany,designer,1.8327003496790035,8.420149851859872,5.415046027332208,,81.0,65.0,68.80582499856934,0.0
19.0,India,engineer,5.834403148758387,6.637681001035927,0.0,3.8901433104833294,94.0,90.0,124.38404862976851,1.0
43.0,,student,,8.729098586878502,3.3713561775589955,2.3604092527281084,82.0,96.0,95.36853717781165,1.0
,USA,freelancer,8.81561757796256,5.885711822398786,3.821013185292264,1.9318432138235413,59.0,89.0,124.339266314029,1.0
23.0,Korea,student,4.854915353529521,4.809121793800907,1.0461321321267314,3.205833192790135,58.0,90.0,101.55011464022569,1.0
49.0,,student,4.49702148501702,6.636150726953283,5.068772611071886,0.5223732487373178,98.0,99.0,112.34288281831128,1.0
21.0,Germany,student,7.188679572805309,7.347869773843671,0.0,3.051536199663407,82.0,,120.11747517589252,1.0
28.0,Germany,designer,,6.198706109171632,6.193893915540741,5.34266322678253,82.0,65.0,91.8674488779782,1.0
34.0,Uzbekistan,student,4.648965144425902,2.403314696862659,6.883059963445768,1.9440550946805284,56.0,72.0,76.31619361664504,0.0
55.0,Germany,designer,3.718536504471113,7.575473717378155,8.705170157914004,2.7347172598875766,53.0,98.0,86.14807228344826,0.0
41.0,Uzbekistan,freelancer,12.31540360799815,7.5684710357830385,0.8513414915341739,4.536842623953668,77.0,75.0,155.57613036623172,1.0
22.0,India,designer,5.723571524523477,8.03075091781145,1.2582052829997283,4.1320100116127225,72.0,43.0,86.224623637093,0.0
51.0,Korea,freelancer,7.168859154768793,6.429261346673834,,3.0927586225872763,81.0,48.0,102.1973633724444,1.0
23.0,India,freelancer,2.954108959533009,6.347422401427139,6.365360110131954,2.9122072109048367,93.0,47.0,63.03720562406449,0.0
39.0,Germany,designer,3.8440292271526495,9.160482659202238,5.617905322717144,1.1466636369477547,65.0,41.0,65.20171747201452,0.0
,India,engineer,9.224691776580578,4.636892971267426,6.159434014388522,3.736729231346699,95.0,68.0,119.42226589935278,1.0
33.0,India,teacher,,6.62932330949854,6.753654723930068,0.9849374813828944,59.0,62.0,96.51712297368746,1.0
50.0,India,student,5.915244207466566,7.213452769197708,4.4045007910584655,0.0,,45.0,87.33512226981674,0.0
26.0,Germany,teacher,4.2368582164059525,7.909032745021362,3.574900173158815,4.512154604174902,88.0,94.0,96.76336680611226,1.0
23.0,India,student,4.531928456086848,7.254650773606478,1.2636455841491925,3.580479447589666,85.0,82.0,99.47164128154786,1.0
33.0,Uzbekistan,student,,5.617011042307661,3.403789189568403,4.319603542586796,83.0,75.0,86.05807601122252,0.0
46.0,Germany,freelancer,2.6863013397227173,8.751420922031281,3.710223195338208,,73.0,85.0,73.52419173714038,0.0
20.0,India,student,6.847688368522029,7.002861118415361,2.1006308533514897,3.699545949263398,67.0,60.0,98.61119464836376,1.0
37.0,Germany,student,,4.497995940262953,3.923551597685872,2.341398152050681,65.0,61.0,91.3373797784294,1.0
53.0,USA,designer,6.472157632684546,7.313764976160091,1.8752420658410345,2.509136020557376,90.0,48.0,99.2601856006041,1.0
36.0,Uzbekistan,teacher,4.326204024075472,7.712915306832196,6.226664672694339,4.460631186284352,86.0,73.0,90.85806295140078,1.0
43.0,India,designer,5.511277950266328,9.941115930097173,,2.7753130601979064,90.0,98.0,118.09421169957524,1.0
20.0,,student,,7.613127023305438,3.080792622323372,1.955421311860776,74.0,96.0,92.84529015576254,1.0
36.0,USA,freelancer,3.5453838744593877,4.776961641977317,4.37768121565217,0.9517223668326736,57.0,65.0,69.76405116020821,0.0
37.0,Germany,designer,8.334124872284352,4.829648063787465,1.7898204752837,3.541034063790696,73.0,40.0,108.36459956983126,1.0
,USA,designer,5.243014593681486,,,4.589214251140264,69.0,75.0,103.74062513092493,1.0
24.0,Uzbekistan,engineer,6.01490867657308,5.795795479976292,2.732290723445555,1.825307414924969,97.0,83.0,116.84713945227918,1.0
58.0,Uzbekistan,,6.671508027715002,4.675628403782261,3.6161438591817983,4.0334684020638605,79.0,44.0,93.29434351131808,1.0
50.0,Korea,freelancer,5.268081772466048,8.500766301637649,4.282403624978048,1.585832026899785,69.0,80.0,97.61255958968545,1.0
