Age,Gender,Country,Experience_Years,Work_Hours_Per_Day,Remote_Work_Days,Sleep_Hours,Physical_Activity_Hours,Meetings_Per_Day,Screen_Time_Hours,Internet_Speed_Mbps,Stress_Level,Job_Satisfaction,Work_Life_Balance,Productivity_Score
35.0,Male,,10.0,9.810707449366816,1.0,7.950898445469862,2.9162275166530676,7.0,8.485659723683721,108.90559990181018,4.0,0.8905577147591903,0.9551494292648663,77.85530022802908
27.0,Female,Japan,6.0,9.103094513968768,3.0,5.946025040784581,1.2205926374039,5.0,6.419683778469066,83.19254748809117,2.0,0.7236125552573376,0.8145185538552331,74.53365222224092
49.0,Male,India,22.0,6.063971122791489,1.0,5.648800560441831,2.4758926214504355,6.0,9.79589404117271,114.41239296638165,7.0,0.828486355387515,0.7663778412834314,100.0
25.0,Female,Canada,1.0,7.644455454633643,1.0,7.6538791098339125,3.280212319929219,2.0,10.369479513163812,158.68371597065894,3.0,0.8903663571342102,0.6561042198082139,70.14952332929924
39.0,Female,Canada,5.0,8.144457395715186,5.0,6.569485253489161,2.1850389509359505,7.0,8.513556713808285,171.69800209290293,4.0,0.6124165504140127,0.8672143901324396,61.736240032560204
43.0,Male,Uzbekistan,11.0,7.556220624020051,2.0,5.441604858759094,2.695961417767069,7.0,6.5265317074656775,90.927948631251,7.0,0.9483862711073936,0.5737483888373931,77.24279798972633
58.0,Female,South Korea,4.0,8.12046845676867,1.0,7.309595955605208,2.5715577162613528,2.0,9.90857010608849,208.8744015597808,6.0,0.34982770740559865,1.0,76.68191688269299
51.0,Male,USA,1.0,8.874757486140807,0.0,7.332220625923844,3.1052141351499625,7.0,9.401616487404187,91.84226011877467,9.0,0.7045240429464776,0.6014268906463272,38.04243249923272
,Male,South Korea,0.0,9.123751364089568,,6.874254389147866,2.7066486297896826,0.0,7.405497540092426,256.91257356209337,6.0,0.8188443622085608,,78.50325494756984
24.0,Female,Uzbekistan,6.0,9.748467897288231,1.0,6.375090895501594,0.919082117565625,1.0,,155.52563786591526,9.0,0.939916288139302,0.5215092048764973,54.77653122603212
23.0,Female,Canada,12.0,9.95915664892438,2.0,9.12213568807846,0.08678853681784826,3.0,11.11312205771684,116.81193978575948,8.0,0.5460759217349055,0.714366310389482,72.94380250675377
49.0,Male,France,0.0,10.086698144045924,5.0,6.776726559279386,2.961623164270114,5.0,7.165865761889373,164.85569276984148,7.0,0.6275102142953526,0.6895769703537972,49.2005469469218
27.0,Female,India,12.0,7.734895378762433,0.0,5.448270562040588,2.4882552501643604,4.0,5.752564946751756,163.10238168213618,4.0,0.4662928502596423,0.7548146393941659,87.72390793080932
52.0,Female,Spain,14.0,9.07502321632953,4.0,6.886502581998756,0.0,1.0,9.3079255912363,158.3227588388652,8.0,0.9034036511638086,0.6550078264246283,91.15883989133637
34.0,Male,Spain,19.0,9.327155970937618,1.0,7.208282038978518,3.0707093719687135,2.0,8.696900816378513,254.97594936891466,5.0,0.8659449630480781,0.6223124009205716,100.0
24.0,Female,France,22.0,7.982711329737866,3.0,7.260321388271946,3.7626727787385605,7.0,6.646658790443951,55.207394153645396,9.0,0.40770460491601,0.6673968668550256,80.51915961303615
40.0,Female,India,1.0,7.80924288113927,6.0,8.53847999541279,3.6613670608089777,,9.237736421902195,295.783701715646,6.0,0.49651718106228304,0.7082018228968301,64.49899758413997
20.0,Female,South Korea,24.0,8.651499151171127,5.0,7.181280451986766,2.1241621026423703,0.0,10.942452534162591,157.72029835878152,4.0,0.6546965501372527,0.7038128419273209,100.0
33.0,Male,Uzbekistan,23.0,7.9084335200959845,1.0,6.700507818142931,1.1938441651532232,7.0,8.420057025386333,166.48719007088,8.0,0.9259831020194891,0.40226573475550914,100.0
37.0,Male,India,1.0,8.665266454639264,6.0,,2.372558304041695,4.0,10.67763454847498,153.47421578568054,2.0,0.5899139630531672,0.6985372937876896,59.518267825346136
45.0,Female,Uzbekistan,5.0,6.697338894205997,6.0,5.804087104765008,1.3608636849089786,7.0,7.291335525713974,5.0,1.0,0.8213176654599333,0.7355102669000407,63.297163804583896
32.0,Male,UK,,8.209975393202186,0.0,5.334681981129484,,1.0,9.057210016779043,63.24271850872509,5.0,0.8379345518362646,0.5786885866575219,79.60523991691643
25.0,Female,Japan,8.0,9.10505260946429,2.0,6.80155617348719,2.3991147964290183,4.0,8.395905490445664,89.86244846590225,7.0,0.8580740041151589,0.6829189829454496,71.80875385202788
21.0,Male,Brazil,7.0,8.665028468023852,4.0,,2.8138285216514585,1.0,11.165271984814332,256.0351275794076,7.0,0.7980619055349377,0.8103877629447659,87.06283045219459
36.0,Male,Brazil,8.0,8.682435911541095,,6.504674885701976,2.4871049396900204,4.0,11.51330276145719,205.73174689826106,1.0,0.7479153214115687,0.6348537088162046,87.30308210704983
51.0,Female,USA,0.0,9.316845205102204,,6.6478570399883,1.0847254464546172,2.0,9.141681964898629,195.06103362573745,10.0,0.8681893759234668,0.39178949163581545,40.08079512201714
34.0,Female,India,22.0,7.278587205421132,1.0,7.990971655761894,2.357446768037159,1.0,8.114225985488607,5.0,7.0,0.8568138655892544,0.6630596623804335,100.0
36.0,Male,Canada,3.0,7.642041701278627,5.0,6.978496213495279,3.648429270829954,3.0,10.597240659670248,149.9545926504141,2.0,1.0,0.6980068031329313,82.45515071240011
40.0,Male,Canada,21.0,7.789968843903158,0.0,6.8614962078657475,3.125272933443436,0.0,7.548838099389593,279.20947561696113,1.0,0.6874021780069137,0.7251054294098271,100.0
57.0,Male,USA,4.0,5.9932685944786535,4.0,5.68147822074037,3.3981385754622893,0.0,9.540603965203989,142.89292205844419,3.0,0.691585466613337,0.6008473052675695,75.66614121242873
43.0,Male,Uzbekistan,24.0,6.646643683136768,5.0,5.423631403800146,2.252566696881827,4.0,11.160064529868347,164.5192071249866,8.0,,0.765738106080942,100.0
44.0,Male,UK,15.0,5.767983877470452,5.0,7.672117033452312,2.783433394651788,,,66.73990000539887,1.0,0.6573484381694743,0.5172697891707524,98.72530903892238
42.0,Female,Italy,12.0,6.659734137996181,5.0,8.421704668249886,3.945282238457255,0.0,8.891881533377823,167.22861213563314,1.0,0.6078557603987021,0.8210233191370776,100.0
57.0,Male,Canada,6.0,7.694056264958198,2.0,5.900459516879352,4.041353681614153,6.0,4.9013466302554605,193.34474221321187,2.0,0.7380974150266068,0.9151771412710685,87.57168266795115
22.0,Male,Canada,1.0,8.372007208690407,0.0,6.726967410116208,1.804552128891487,6.0,6.879459899648431,146.12165505993073,1.0,0.6301161239111441,0.8655582133769136,62.39512041791754
34.0,Female,Brazil,16.0,7.496577587223728,5.0,7.308144010869988,3.1651224758538405,5.0,6.91526866762119,129.7389009187528,7.0,0.5543393658512643,0.8473006089130524,100.0
29.0,Female,Uzbekistan,6.0,,,6.953049152360528,3.7016989441835797,4.0,12.57362389748859,31.137645619711705,1.0,,0.8988220372822968,71.82672049997542
57.0,Male,UK,22.0,6.527111998116732,6.0,5.451737597616469,2.741080799072348,0.0,8.979929185845904,5.0,9.0,0.6570604704702856,0.8778457537871303,100.0
21.0,Female,France,22.0,8.074480893971415,3.0,7.634251458811101,4.322484664953491,0.0,9.61300742797733,175.88885048504275,7.0,0.5773260632143674,0.9791661367619866,100.0
20.0,Female,Germany,10.0,9.798665745698687,6.0,7.508091624129368,2.6710924402943896,4.0,9.269646024880275,144.4468611537555,10.0,0.9253728185639309,0.7213135871978243,71.72024806418456
33.0,Female,Canada,11.0,8.242119916233724,4.0,5.9823216033288,2.148519487839525,7.0,10.763860082254393,82.89230309225877,3.0,0.5121419160022183,0.6545729602494031,69.6079582171857
51.0,Male,Germany,7.0,8.937026674270893,5.0,7.254680767914737,2.7499400670069867,6.0,10.132014564304027,314.3030112080605,8.0,0.8272756804539388,0.9766125744746008,80.33133168019081
57.0,Male,India,5.0,5.20948003078851,6.0,7.410658964770288,3.189291951930904,2.0,8.856036981540074,123.98672140882638,6.0,0.6049994526802076,0.6700185729639173,75.97193750943941
38.0,Male,USA,21.0,9.92646012240546,0.0,,2.274065526243663,4.0,11.425978689510025,63.066205967384704,6.0,0.830344311434579,0.5947239677691514,93.03939636773971
,Female,South Korea,17.0,9.341817244609116,5.0,6.051103485636021,1.2980075840876166,3.0,8.68410809005856,128.1621744343784,,0.4388544599164111,0.42736217424394773,87.14299780447095
,Female,USA,12.0,8.808110028340604,1.0,6.719729235823121,3.38820101801885,0.0,9.280906830947405,155.51582435240357,3.0,0.5485117565373158,0.7289670767332694,89.95906206630328
30.0,Male,Canada,13.0,8.043502810775841,5.0,6.920344466077098,1.7605961687703826,4.0,5.881966617714706,45.53494939635134,4.0,0.48568076960624507,0.5465197110641746,78.42402083482774
43.0,Female,Canada,21.0,8.51939535056714,3.0,6.967492550346605,1.2947466070001217,2.0,7.282720468064376,123.34188046601662,2.0,0.7684968212406891,0.6276329430621355,100.0
32.0,Male,France,4.0,7.338424147722976,3.0,,3.7928161851141926,,10.709574095541662,84.20411606570848,1.0,0.6230663199104248,0.8370924501149726,68.5509909920078
56.0,Male,Spain,18.0,7.077290170838838,3.0,7.260293073454591,2.5712328843944823,7.0,8.837090690605313,78.77489464856015,4.0,0.8917574691158462,0.7766812547544367,100.0
26.0,Female,Italy,5.0,8.884689984044293,2.0,6.463883553923381,1.4973530687232166,1.0,11.571176283444933,59.547700504570614,1.0,0.7269085913623541,1.0,76.81138225599769
50.0,Female,Japan,22.0,6.945515736102567,3.0,6.312554446959616,1.8404388623127388,2.0,9.717511229607556,124.61825565578832,1.0,0.8582833711464456,0.6993693355896083,100.0
46.0,Female,UK,19.0,,6.0,6.919007678418547,2.2748965719372167,3.0,9.130474561558042,92.69741140272765,7.0,0.5546183685186195,0.6799411651461476,96.94402414253972
20.0,Female,UK,8.0,9.0889259795471,0.0,8.518667570176955,1.8666263391097313,0.0,14.0,89.13399715958212,10.0,0.8200255731994212,0.8300171812686229,63.1301234271922
37.0,Female,Brazil,10.0,6.090149617993242,2.0,6.466820559442043,3.6582536873746103,0.0,10.801425252053528,,10.0,0.6987132956474031,0.5693387640422691,65.0064363822889
33.0,Male,UK,5.0,6.743924805122512,0.0,6.493695588832515,2.6370590042793842,2.0,11.241060166988882,107.34980492458165,1.0,0.7168356007808591,0.7997970300220808,86.06900305612302
28.0,Female,Spain,,9.604105846426112,2.0,5.637804043708195,1.4658106029556537,0.0,6.673206281170998,167.943786188258,10.0,0.8845986617717553,,72.96709829225207
34.0,Male,South Korea,14.0,8.263340135939409,1.0,6.436585552305962,2.7305355676120175,3.0,8.937717748162154,140.60166544496116,5.0,0.5361132475661099,0.6141102618938535,93.47592022858161
32.0,Male,Japan,8.0,8.914966290433798,4.0,4.835432841103177,2.45101432234562,1.0,9.44672019367998,259.3523929506713,10.0,0.8664746999600087,0.5951034039456851,80.18705833966798
36.0,Male,France,22.0,10.05982864314764,1.0,7.881894533549237,3.7634139851772237,7.0,6.605633822251249,111.47132033637256,4.0,0.6752981233152879,0.43943755285203584,100.0
48.0,Female,Brazil,0.0,8.854664205898501,0.0,6.684710805908063,2.1495703003981848,6.0,7.3699732241736715,139.3829649790609,4.0,0.5514631544824322,0.8576582417530556,57.0111600468585
56.0,Male,Spain,7.0,10.564878302650722,2.0,7.589265048636381,1.8237681090449707,6.0,10.98878682159855,173.94536158601917,8.0,0.6890101175467058,1.0,62.116947203777016
59.0,Female,Uzbekistan,11.0,6.402594129246456,5.0,,1.1425589247658157,2.0,6.823861940990717,122.39022462508807,7.0,0.5081524215964244,0.9257168183227824,83.66670941558685
30.0,Male,South Korea,7.0,7.372542993698503,1.0,8.826304153020205,2.7248708676251105,,9.987303728335771,170.30856404727567,8.0,0.5943865458561723,0.7083042545702667,70.96788086590418
23.0,Female,UK,10.0,9.061107593946826,3.0,8.212045598268293,1.007880179437961,3.0,10.256895601581116,38.77765247369619,5.0,0.6023282189357287,0.8351460255188285,80.4416217673904
41.0,Male,Uzbekistan,9.0,8.372194780128243,4.0,7.757083890090627,2.863619988911476,4.0,8.778799646942305,67.49045441675078,2.0,0.7908478138447884,0.6424953455094,89.1100827683915
27.0,Male,Uzbekistan,3.0,7.409062277986492,5.0,6.5351248127497765,1.936793045531358,7.0,8.167734257316486,152.76483493425243,1.0,1.0,0.8817666603560886,85.54842407667205
27.0,Female,India,10.0,6.7160971519336865,2.0,7.420188768541478,1.5943995901887267,1.0,6.368150039283165,120.43697547162525,9.0,0.6411902672340345,0.7440938234068707,82.86274383500927
51.0,Female,USA,4.0,9.265625379070343,6.0,7.623664164487715,1.8012305205392045,,9.027914805662732,286.8649846884176,9.0,0.8650374526283764,0.7652426799962113,61.495306768452494
46.0,Male,Brazil,15.0,6.776901869048324,2.0,9.5,0.7744597372108053,1.0,11.101484633509038,266.25938429343347,10.0,,0.7551645887495837,96.65626021997397
49.0,Female,Canada,14.0,7.21001546503487,4.0,6.45850346133264,1.3329050013364105,2.0,8.682977796090784,211.77695038285765,2.0,0.8391382228265275,1.0,100.0
23.0,Male,Italy,13.0,8.280927889702655,0.0,6.3783649277560315,3.6480419149419765,0.0,8.322933575567156,,3.0,1.0,0.6340431919447223,100.0
24.0,Female,UK,15.0,8.478434736532824,4.0,6.227221746725676,1.9047460288454188,6.0,7.460202988629881,,4.0,0.7525921570061967,0.6508659578071408,98.5036613253184
33.0,Female,Brazil,23.0,6.994801759195467,1.0,7.730406597321664,1.325802931549641,2.0,8.068565553803012,31.7749134705346,2.0,0.687101839274407,0.5992109371821196,100.0
41.0,Female,Spain,7.0,7.7069696973893755,1.0,6.797903169499033,2.8873083742783314,7.0,9.608355346259863,102.74084707056923,4.0,0.7511580142656084,0.8359133497306035,71.18287718234541
56.0,Male,India,14.0,6.653447341022288,3.0,6.124256596301446,1.9251550696773116,4.0,,238.81884247247922,9.0,0.8742917683730783,0.569160283659284,92.18420227542003
37.0,Male,Italy,14.0,8.77793609221726,5.0,6.9216108928529305,1.2604830233281714,4.0,11.505428110331458,212.52383280361497,5.0,0.749060540939187,0.705813176112323,82.83373206309066
38.0,Female,USA,15.0,6.552074921271889,4.0,6.673389201952092,2.3273862665429674,1.0,10.49855979622075,41.7904170624621,3.0,0.7362030567788795,0.7670157806246644,100.0
33.0,Female,USA,5.0,,4.0,6.107143501125086,3.5489970190477513,6.0,10.749057774931149,26.732076715657897,7.0,0.5609539047306825,0.8982060337090962,51.479783382858436
49.0,Male,Spain,14.0,7.803735729319786,0.0,7.249300803326904,,0.0,8.50140133230756,138.77934864886927,7.0,0.8034705139962174,0.9489192266492721,100.0
24.0,Female,UK,6.0,6.383437492154154,2.0,7.219813766766021,3.2955616784667097,7.0,10.198517739546885,231.68660511313726,8.0,0.7952436893917234,0.9717410702170777,69.87552948875813
22.0,Female,Germany,1.0,8.828954280184353,0.0,5.384200426499051,1.3411493820246756,0.0,6.088574696421257,333.1297535027004,4.0,0.8945202328245452,0.3517903636334924,73.03393114680799
50.0,Female,Canada,13.0,6.215942012704608,4.0,6.405617372917188,2.664433830892858,4.0,10.935477658009093,189.21580648582818,5.0,0.677699015803455,0.8046217863406994,78.62778095705013
41.0,Male,Uzbekistan,,9.049549837634753,0.0,6.992174971215363,0.21808396625159343,3.0,9.423338132949615,261.959048728873,2.0,0.6798480711520333,0.7913424272281259,66.13236511970834
30.0,Female,Brazil,8.0,6.862517786165491,1.0,7.591830134804164,2.20162755884045,5.0,,228.43131252848937,5.0,0.9422590864789934,0.5962687507989015,79.7450472902311
41.0,Male,France,0.0,9.208890286497365,6.0,5.502073370012537,3.7321933272103935,5.0,10.543023809899827,37.35994644116977,2.0,,0.7759437472690455,49.553043520382616
22.0,Female,Brazil,6.0,9.284101373695549,6.0,6.796656007249576,4.1995470069589045,7.0,7.328317878758993,84.09046696442698,5.0,0.6737024911752763,,62.81071058374089
54.0,Male,India,0.0,6.268303783223798,2.0,7.758576007287049,2.9125409825344284,4.0,11.232204497902284,160.28072267098946,7.0,0.732716113789719,0.7101461081512381,54.46299801210274
49.0,Male,Japan,11.0,6.681056648400903,1.0,7.296634970476532,3.219239779241857,7.0,10.702923666739613,62.943660216108015,4.0,0.7476069786073508,0.8586747727601416,93.52418564485319
29.0,Female,India,12.0,7.103650024431051,4.0,6.851161527518243,2.331361572736118,6.0,,68.70388404595714,8.0,0.7581060402689408,0.6871199419853102,69.1461168689042
40.0,Male,UK,22.0,8.181800936844644,,,1.9234191707197457,7.0,,286.82237683383136,8.0,0.6350990871827388,0.8414411955958274,98.99422289237255
22.0,Female,Germany,7.0,7.789965589339832,5.0,7.978292808265249,1.5460258566208793,2.0,11.253949070382479,175.34604066911518,4.0,0.8614184155834891,0.6619186588005377,71.27264144752529
43.0,Male,Spain,0.0,7.552350371719265,5.0,5.966692747621027,1.7068598375096724,0.0,10.490273091513497,145.24224214703108,5.0,0.8157073533651067,0.4012926823143407,61.14503538459617
45.0,Male,Italy,15.0,5.381290737459666,5.0,6.307886900391908,1.9952730352648353,0.0,8.882152873488616,130.62366146505346,7.0,0.6349034227921387,0.5873652923448154,98.3613654775433
58.0,Male,USA,14.0,7.728768908568361,4.0,5.830058091098983,2.1441393249441476,3.0,10.599672844220105,138.62684801666396,,0.6720918539364805,0.8276261206114087,80.30530151510908
51.0,Female,Germany,24.0,8.992434055778961,4.0,7.875944911037214,3.6565286997405555,7.0,8.296611944419253,256.8808049012474,10.0,0.8171276934148192,0.7878919541255623,100.0
47.0,,France,14.0,10.170690669535777,4.0,6.552544258350759,3.4023663860542115,1.0,9.816444498370295,88.99896130896636,7.0,0.7161536362547338,0.3468962144507965,81.99976016466007
50.0,Female,Brazil,19.0,6.179097057535609,6.0,8.2254574902972,2.6796402791691865,2.0,7.752177854505633,5.0,10.0,0.6159703394525304,0.4103653866560494,94.53801662557028
36.0,Male,Italy,5.0,9.436757012931288,2.0,7.519228471160066,1.7493061904735616,7.0,6.6509505341601916,,3.0,0.987566907444515,0.7626374611459633,74.01954985210561
54.0,Female,France,20.0,7.5036372160036695,4.0,6.205291997047992,1.8517891846933414,1.0,10.637342492948823,193.32610379017916,3.0,0.6935229223992464,0.7660756143036923,100.0
39.0,Male,Brazil,9.0,9.294166745702775,3.0,6.722440206527499,3.1698906156389453,3.0,4.600078000880159,54.45628666215609,2.0,0.662380455910936,0.669325696930631,94.19738302195952
24.0,Female,Germany,7.0,5.751640168626456,5.0,5.715767865131389,3.447341224252784,5.0,10.474000979119904,153.4880701061005,9.0,0.6355270410591007,0.8139369334870373,69.20075446735993
20.0,Male,Italy,16.0,7.211432255612299,6.0,6.131886964797905,1.8551533136660572,2.0,7.6784422117366615,167.81429253345692,8.0,0.8712176527725046,0.9641602103288692,98.87818620056875
57.0,Female,Japan,23.0,8.773941880993135,1.0,7.520471892509766,1.200860338101419,5.0,,,3.0,0.7307952389219903,0.7692791361886318,100.0
56.0,Female,Germany,2.0,9.07294090604392,2.0,6.650586691415365,1.1804997375707038,7.0,,109.54719048854186,5.0,0.722117008678716,1.0,64.10963867675954
48.0,Female,Brazil,4.0,7.226057263018681,5.0,8.084545945844408,3.5209950832929975,3.0,6.800748216831265,156.90903806045478,2.0,0.7579279022796888,0.867056516371334,88.8940924420273
49.0,Male,,3.0,7.643290981048107,0.0,6.945756192213197,1.6511166208117638,5.0,5.4615943285611275,41.296487143617284,10.0,0.6380972000747172,0.7380916810796487,54.023043451471736
55.0,Male,Japan,16.0,7.438095194572141,3.0,5.996289996498658,1.1423356850781021,3.0,10.110818631353897,5.0,7.0,0.9827571188295805,0.8483478262698492,93.57316489077455
39.0,Female,Italy,15.0,8.992558118290196,0.0,7.279548804005771,3.423994750138673,1.0,6.209512901880467,214.43414875159522,7.0,0.6941672673077411,0.7895494660569101,100.0
57.0,Female,Germany,21.0,7.010005841349677,6.0,6.697229456736084,2.3850837542601258,7.0,7.231260813606071,,10.0,0.8539858159861594,0.5777934038224398,98.49883089664502
23.0,Female,,10.0,8.385349276866725,4.0,5.900047443455173,2.6276330053584904,1.0,8.768031723976257,143.40350961719793,3.0,0.6355129964221462,0.5753641886103553,81.60410718209357
55.0,Male,France,2.0,6.902448564980631,0.0,5.99559272081487,3.296268134500983,3.0,11.042078257703892,41.88502030445984,5.0,0.506606843005994,0.7566195118186065,54.44439194800452
54.0,Male,Japan,,8.430289877587551,2.0,7.466237835084436,1.702922604049706,2.0,8.348338705960568,141.1766116056065,5.0,0.7726997083994123,0.680203712385973,100.0
59.0,Male,Brazil,6.0,6.675281291122056,2.0,7.773860230291424,1.607749941998629,7.0,8.04886956409314,81.83362259522983,9.0,0.6295913620137071,0.7571242359292646,65.56444416971681
32.0,,South Korea,19.0,8.79187603306219,4.0,5.735450242064854,0.9098507979830333,4.0,11.853161703790702,207.07124957352158,,0.6040499718640316,0.7155493156823498,86.8730608648478
48.0,Female,Italy,,10.033045148875404,5.0,6.455987835933478,3.2382895104754983,1.0,5.652161755993088,129.6016622986005,2.0,0.7727107371016662,0.7347797144933648,100.0
55.0,Male,India,13.0,9.497742124736986,4.0,8.386743990913814,2.7661701219529133,1.0,10.0927336994223,121.10732781871515,7.0,0.579527589395756,0.5283241943296467,87.51572417271313
39.0,,France,3.0,6.492687414654582,3.0,6.8035207428654525,1.2808618644866954,4.0,7.217008134345969,294.2811829992411,10.0,0.596165761379552,0.6480029779460221,56.72513870041744
45.0,,South Korea,15.0,6.301756846888708,0.0,6.796504059883316,2.74607530948758,0.0,,195.82176009116938,10.0,0.7894652168748797,0.8475827106405087,100.0
32.0,Female,USA,24.0,9.24124482904095,2.0,7.197617551426434,2.231733926091274,4.0,8.504347263859417,199.8362354708836,9.0,0.5970567632096082,0.696417110763345,100.0
43.0,Male,Canada,15.0,7.519111285466208,5.0,7.375502731218469,2.315263126196764,5.0,8.759353368016336,119.38998666211766,4.0,0.5707576506326426,0.628582388332953,99.41239134431122
26.0,Male,Brazil,18.0,9.544994031756488,4.0,5.4933054910204255,3.627475148807658,7.0,7.882886309087317,190.31884755054492,7.0,0.5429393077776521,,88.43386534062209
52.0,Male,Brazil,22.0,8.217632725260064,0.0,7.218313315119308,3.0141510070819857,0.0,8.415403379738255,92.21115094359318,4.0,0.5788891824664923,0.6828195537908524,100.0
31.0,Female,Germany,8.0,8.209441398579468,6.0,7.713358171318594,2.194997443458579,2.0,10.095804848972502,187.61375782513258,2.0,0.8144612616571373,0.5266193540235011,95.51080077947839
46.0,Male,Spain,0.0,8.23184227256395,5.0,8.945163833068595,2.8548651971145134,0.0,8.093058174154468,214.01139944114482,4.0,0.49536168672442216,0.9476222195311159,74.24552671079392
37.0,Female,Canada,19.0,9.531970288573289,,4.991265249269327,3.189291734778108,0.0,11.847920741963982,183.5199091381183,2.0,0.91978406309277,0.5776751977634593,100.0
33.0,Male,Spain,1.0,7.5364578668603786,5.0,7.49658655117835,3.3690221719758413,1.0,7.884053577150885,164.62307462403268,8.0,1.0,0.5380649246347805,66.91188693304774
29.0,Female,USA,16.0,8.453920873069372,0.0,5.507986186821896,0.7708097641604907,7.0,8.479466815780253,82.6084849151342,2.0,0.36306942057072866,0.6439071544298429,84.16236457313148
26.0,,France,3.0,8.012218466647132,4.0,7.627248448088911,3.806365190474674,1.0,8.230320187513176,221.29156005501562,5.0,0.5328388828208014,0.6164279232104022,73.76517553612922
35.0,Male,Japan,23.0,7.564339343337567,2.0,7.080351272432105,1.2243918149083521,6.0,8.143614114287129,9.877124503722087,7.0,0.702248381624453,0.7425020319436151,100.0
52.0,Female,Canada,18.0,8.542267778910182,0.0,7.194413432181575,1.6083185156982083,,6.8697483306703315,100.70244137494845,1.0,0.569825274722902,0.7302065088470295,100.0
21.0,Male,Japan,19.0,7.752145574986402,6.0,5.920465770632097,3.6614401550866296,6.0,9.740928872279014,208.12342016042538,2.0,0.6485299739512635,0.549095583649406,100.0
51.0,Female,Germany,19.0,8.872534912002646,1.0,6.008495258144685,2.9176968065261075,2.0,9.904142894356003,150.6616627542966,8.0,0.8519212804380233,0.6807263262836148,93.03419941535174
43.0,Male,Italy,18.0,10.479656344452195,3.0,5.862685766495286,2.942661135193465,4.0,9.048891492832796,270.59791425938937,2.0,0.5088499512943422,0.5242477800537915,99.19895845142771
50.0,,South Korea,1.0,8.667828547853397,4.0,7.216475287760345,0.8187587562743208,5.0,12.54264963719423,172.12739315407862,5.0,0.8630230798143854,0.6712141865655754,52.008823927007484
45.0,Female,Italy,23.0,8.925871238232013,1.0,8.358562167745323,1.2714254946361248,4.0,11.088662935010078,204.88567178856928,10.0,0.6878494533892314,0.9285390623871462,100.0
52.0,Male,Italy,22.0,8.215044322351567,4.0,6.528873822732472,3.6839728300652137,3.0,9.875687086477567,22.15873393663115,6.0,0.8863260799580513,0.752710790633109,100.0
49.0,Male,Italy,4.0,9.872083470619302,1.0,7.718529534891039,1.1209669990799231,,7.28298406310588,118.05078065177516,5.0,0.6975880192720945,0.6633665843572579,52.0154171390435
33.0,Male,Brazil,11.0,6.145466485196716,2.0,6.618092869273215,3.707962596426052,,,172.20670553711656,8.0,0.6191684066551826,0.6675098206165239,75.17710231122942
